bioguide,id,first_name,last_name,birthday,gender,religion,address,district,party,phone,state,leg_type,url,latitude,longitude,age
S001176,N00009660,Steve,Scalise,1965-10-06,M,,"2338 Rayburn HOB; Washington DC 20515-1801",1.0,Republican,202-225-3015,LA,rep,http://scalise.house.gov,29.6034657,-89.8505012,54
S001145,N00004724,Janice,Schakowsky,1944-05-26,F,Jewish,"2367 Rayburn HOB; Washington DC 20515-1309",9.0,Democrat,202-225-2111,IL,rep,http://schakowsky.house.gov,42.0365407,-87.7566513,75
S001150,N00009585,Adam,Schiff,1960-06-22,M,,"2372 Rayburn HOB; Washington DC 20515-0528",28.0,Democrat,202-225-4176,CA,rep,http://schiff.house.gov,34.3112663,-118.2526623,59
S001180,N00030071,Kurt,Schrader,1951-10-19,M,,"2431 Rayburn HOB; Washington DC 20515-3705",5.0,Democrat,202-225-5711,OR,rep,http://schrader.house.gov,44.8766729,-123.1363866,68
S000148,N00001093,Charles,Schumer,1950-11-23,M,Jewish,"322 Hart Senate Office Building Washington DC 20510",9.0,Democrat,202-224-6542,NY,sen,https://www.schumer.senate.gov,40.7127753,-74.0059728,68
S001183,N00006460,David,Schweikert,1962-03-03,M,,"2059 Rayburn HOB; Washington DC 20515-0306",6.0,Republican,202-225-2190,AZ,rep,http://schweikert.house.gov,33.6883346,-111.9045541,57
S001189,N00032457,Austin,Scott,1969-12-10,M,,"2417 Rayburn HOB; Washington DC 20515-1008",8.0,Republican,202-225-6531,GA,rep,http://austinscott.house.gov,31.6414241,-83.4216613,49
S001157,N00024871,David,Scott,1945-06-27,M,Baptist,"225 Cannon HOB; Washington DC 20515-1013",13.0,Democrat,202-225-2939,GA,rep,http://davidscott.house.gov,33.6362253,-84.6479124,74
S000185,N00002147,Robert,Scott,1947-04-30,M,Episcopalian,"1201 Longworth HOB; Washington DC 20515-4603",3.0,Democrat,202-225-8351,VA,rep,http://bobbyscott.house.gov,36.9552785,-76.5488232,72
S001184,N00031782,Tim,Scott,1965-09-19,M,,"520 Hart Senate Office Building Washington DC 20510",1.0,Republican,202-224-6121,SC,sen,https://www.scott.senate.gov,33.836081,-81.1637245,54
S000244,N00004291,F.,Sensenbrenner,1943-06-14,M,Episcopalian,"2449 Rayburn HOB; Washington DC 20515-4905",5.0,Republican,202-225-5101,WI,rep,http://sensenbrenner.house.gov,43.2430754,-88.556531,76
S000248,N00001813,"José",Serrano,1943-10-24,M,"Roman Catholic","2354 Rayburn HOB; Washington DC 20515-3215",15.0,Democrat,202-225-4361,NY,rep,http://serrano.house.gov,40.8322296,-73.900709,76
S000250,N00005681,Pete,Sessions,1955-03-22,M,Methodist,"2233 Rayburn HOB; Washington DC 20515-4332",32.0,Republican,202-225-2231,TX,rep,https://sessions.house.gov,32.9251002,-96.642433,64
S001185,N00030622,Terri,Sewell,1965-01-01,F,,"2201 Rayburn HOB; Washington DC 20515-0107",7.0,Democrat,202-225-2665,AL,rep,https://sewell.house.gov,32.6998766,-87.8549755,54
S000320,N00009920,Richard,Shelby,1934-05-06,M,Presbyterian,"304 Russell Senate Office Building Washington DC 20510",7.0,Republican,202-224-5744,AL,sen,http://www.shelby.senate.gov,32.3182314,-86.902298,85
S000344,N00006897,Brad,Sherman,1954-10-24,M,Jewish,"2181 Rayburn HOB; Washington DC 20515-0530",30.0,Democrat,202-225-5911,CA,rep,http://sherman.house.gov,34.2143956,-118.5564526,65
S000364,N00004961,John,Shimkus,1958-02-21,M,Lutheran,"2217 Rayburn HOB; Washington DC 20515-1315",15.0,Republican,202-225-5271,IL,rep,http://shimkus.house.gov,42.1207771,-88.0370545,61
S001154,N00013770,Bill,Shuster,1961-01-10,M,,"2079 Rayburn HOB; Washington DC 20515-3809",9.0,Republican,202-225-2431,PA,rep,http://shuster.house.gov,40.6188357,-76.2710833,58
S001148,N00006263,Michael,Simpson,1950-09-08,M,"Latter Day Saints","2084 Rayburn HOB; Washington DC 20515-1202",2.0,Republican,202-225-5531,ID,rep,http://simpson.house.gov,43.0510571,-113.8231739,69
S001165,N00027523,Albio,Sires,1951-01-26,M,,"2342 Rayburn HOB; Washington DC 20515-3008",8.0,Democrat,202-225-7919,NJ,rep,http://sires.house.gov,40.7437183,-74.1122506,68
S000480,N00001311,Louise,Slaughter,1929-08-14,F,Episcopalian,"2469 Rayburn HOB; Washington DC 20515-3225",25.0,Democrat,202-225-3615,NY,rep,https://louise.house.gov,43.3503088,-77.6536125,90
S000510,N00007833,Adam,Smith,1965-06-15,M,Christian,"2264 Rayburn HOB; Washington DC 20515-4709",9.0,Democrat,202-225-8901,WA,rep,https://adamsmith.house.gov,47.4393448,-122.2613242,54
S001172,N00027623,Adrian,Smith,1970-12-19,M,,"320 Cannon HOB; Washington DC 20515-2703",3.0,Republican,202-225-6435,NE,rep,http://adriansmith.house.gov,41.4925374,-99.9018131,48
S000522,N00009816,Christopher,Smith,1953-03-04,M,"Roman Catholic","2373 Rayburn HOB; Washington DC 20515-3004",4.0,Republican,202-225-3765,NJ,rep,http://chrissmith.house.gov,40.1718609,-74.3587473,66
S000583,N00001811,Lamar,Smith,1947-11-19,M,"Christian Scientist","2409 Rayburn HOB; Washington DC 20515-4321",21.0,Republican,202-225-4236,TX,rep,http://lamarsmith.house.gov,30.0341561,-99.0128926,71
S001175,N00029649,Jackie,Speier,1950-05-14,F,,"2465 Rayburn HOB; Washington DC 20515-0514",14.0,Democrat,202-225-3531,CA,rep,http://speier.house.gov,37.5589436,-122.4920088,69
S001187,N00029574,Steve,Stivers,1965-03-24,M,,"1022 Longworth HOB; Washington DC 20515-3515",15.0,Republican,202-225-2015,OH,rep,http://stivers.house.gov,39.5897499,-82.7347142,54
S001156,N00024870,Linda,"Sánchez",1969-01-28,F,"Roman Catholic","2329 Rayburn HOB; Washington DC 20515-0538",38.0,Democrat,202-225-6676,CA,rep,https://lindasanchez.house.gov,33.9332992,-118.0420282,50
T000193,N00003288,Bennie,Thompson,1948-01-28,M,Methodist,"2466 Rayburn HOB; Washington DC 20515-2402",2.0,Democrat,202-225-5876,MS,rep,http://benniethompson.house.gov,33.4379928,-90.2995785,71
T000460,N00007419,Mike,Thompson,1951-01-24,M,Catholic,"231 Cannon HOB; Washington DC 20515-0505",5.0,Democrat,202-225-3311,CA,rep,http://mikethompson.house.gov,38.4465107,-122.4467238,68
T000467,N00029736,Glenn,Thompson,1959-07-27,M,,"124 Cannon HOB; Washington DC 20515-3805",5.0,Republican,202-225-5121,PA,rep,http://thompson.house.gov,39.907793,-75.3878525,60
T000238,N00006052,Mac,Thornberry,1958-07-15,M,Presbyterian,"2208 Rayburn HOB; Washington DC 20515-4313",13.0,Republican,202-225-3706,TX,rep,http://thornberry.house.gov,35.0663876,-100.9807003,61
T000250,N00004572,John,Thune,1961-01-07,M,,"511 Dirksen Senate Office Building Washington DC 20510",0.0,Republican,202-224-2321,SD,sen,http://www.thune.senate.gov,43.9695148,-99.9018131,58
T000462,N00009699,Patrick,Tiberi,1962-10-21,M,Catholic,"1203 Longworth HOB; Washington DC 20515-3512",12.0,Republican,202-225-5355,OH,rep,http://tiberi.house.gov,40.1572256,-82.6483442,57
T000470,N00027509,Scott,Tipton,1956-11-09,M,,"218 Cannon HOB; Washington DC 20515-0603",3.0,Republican,202-225-4761,CO,rep,http://tipton.house.gov,38.0281818,-107.2902839,62
T000469,N00030196,Paul,Tonko,1949-06-18,M,,"2463 Rayburn HOB; Washington DC 20515-3220",20.0,Democrat,202-225-5076,NY,rep,http://tonko.house.gov,42.7283757,-73.9359821,70
T000461,N00001489,Patrick,Toomey,1961-11-17,M,,"248 Russell Senate Office Building Washington DC 20510",15.0,Republican,202-224-4254,PA,sen,http://www.toomey.senate.gov,41.2033216,-77.1945247,57
T000465,N00029026,Niki,Tsongas,1946-04-26,F,,"1714 Longworth HOB; Washington DC 20515-2103",3.0,Democrat,202-225-3411,MA,rep,http://tsongas.house.gov,42.5607147,-71.6198686,73
T000463,N00025175,Michael,Turner,1960-01-11,M,,"2368 Rayburn HOB; Washington DC 20515-3510",10.0,Republican,202-225-6465,OH,rep,https://turner.house.gov,39.7451077,-84.0167423,59
U000031,N00004133,Fred,Upton,1953-04-23,M,Protestant,"2183 Rayburn HOB; Washington DC 20515-2206",6.0,Republican,202-225-3761,MI,rep,http://upton.house.gov,42.1642659,-85.9304546,66
V000128,N00013820,Chris,"Van Hollen",1959-01-10,M,Episcopalian,"B40C Dirksen Senate Office Building Washington DC 20510",8.0,Democrat,202-224-4654,MD,sen,https://vanhollen.house.gov,39.0457549,-76.6412712,60
V000081,N00001102,Nydia,"Velázquez",1953-03-28,F,"Roman Catholic","2302 Rayburn HOB; Washington DC 20515-3207",7.0,Democrat,202-225-2361,NY,rep,http://velazquez.house.gov,40.7047738,-73.9418603,66
V000108,N00003813,Peter,Visclosky,1949-08-13,M,"Roman Catholic","2328 Rayburn HOB; Washington DC 20515-1401",1.0,Democrat,202-225-2461,IN,rep,http://visclosky.house.gov,41.4858914,-87.1422895,70
W000798,N00026368,Tim,Walberg,1951-04-12,M,,"2436 Rayburn HOB; Washington DC 20515-2207",7.0,Republican,202-225-6276,MI,rep,http://walberg.house.gov,41.9437325,-84.4382721,68
W000791,N00007690,Greg,Walden,1957-01-10,M,Episcopalian,"2185 Rayburn HOB; Washington DC 20515-3702",2.0,Republican,202-225-6730,OR,rep,http://walden.house.gov,44.2603079,-118.9575092,62
W000799,N00027467,Timothy,Walz,1964-04-06,M,,"2313 Rayburn HOB; Washington DC 20515-2301",1.0,Democrat,202-225-2472,MN,rep,http://walz.house.gov,44.0237474,-94.0695454,55
W000797,N00026106,Debbie,"Wasserman Schultz",1966-09-27,F,Jewish,"1114 Longworth HOB; Washington DC 20515-0923",23.0,Democrat,202-225-7931,FL,rep,http://wassermanschultz.house.gov,26.0625528,-80.2098219,53
W000187,N00006690,Maxine,Waters,1938-08-15,F,Christian,"2221 Rayburn HOB; Washington DC 20515-0543",43.0,Democrat,202-225-2201,CA,rep,http://waters.house.gov,33.9046927,-118.3228165,81
W000806,N00026335,Daniel,Webster,1949-04-27,M,,"1210 Longworth HOB; Washington DC 20515-0911",11.0,Republican,202-225-1002,FL,rep,http://webster.house.gov,28.9089085,-82.12784,70
W000800,N00000515,Peter,Welch,1947-05-02,M,,"2303 Rayburn HOB; Washington DC 20515-4500",0.0,Democrat,202-225-4115,VT,rep,http://welch.house.gov,44.4807108,-73.2138786,72
W000795,N00024809,Joe,Wilson,1947-07-31,M,Presbyterian,"1436 Longworth HOB; Washington DC 20515-4002",2.0,Republican,202-225-2452,SC,rep,http://joewilson.house.gov,33.6712005,-81.3399414,72
W000808,N00030650,Frederica,Wilson,1942-11-05,F,,"2445 Rayburn HOB; Washington DC 20515-0924",24.0,Democrat,202-225-4506,FL,rep,http://wilson.house.gov,25.9221222,-80.2098219,76
W000804,N00029459,Robert,Wittman,1959-02-03,M,Episcopalian,"2055 Rayburn HOB; Washington DC 20515-4601",1.0,Republican,202-225-4261,VA,rep,https://wittman.house.gov,37.72186,-76.6412712,60
W000809,N00031857,Steve,Womack,1957-02-18,M,,"2412 Rayburn HOB; Washington DC 20515-0403",3.0,Republican,202-225-4301,AR,rep,http://womack.house.gov,36.0148605,-94.2333355,62
W000810,N00032416,Rob,Woodall,1970-02-11,M,,"1724 Longworth HOB; Washington DC 20515-1007",7.0,Republican,202-225-4272,GA,rep,http://woodall.house.gov,33.965558,-84.059029,49
W000779,N00007724,Ron,Wyden,1949-05-03,M,Jewish,"221 Dirksen Senate Office Building Washington DC 20510",3.0,Democrat,202-224-5244,OR,sen,https://www.wyden.senate.gov,43.8041334,-120.5542012,70
Y000062,N00028073,John,Yarmuth,1947-11-04,M,,"131 Cannon HOB; Washington DC 20515-1703",3.0,Democrat,202-225-5401,KY,rep,http://yarmuth.house.gov,38.1968222,-85.7256372,71
Y000063,N00031502,Kevin,Yoder,1976-01-08,M,,"2433 Rayburn HOB; Washington DC 20515-1603",3.0,Republican,202-225-2865,KS,rep,http://yoder.house.gov,38.9721746,-94.8105955,43
Y000033,N00007999,Don,Young,1933-06-09,M,Episcopalian,"2314 Rayburn HOB; Washington DC 20515-0200",0.0,Republican,202-225-5765,AK,rep,http://donyoung.house.gov,64.8382973,-147.7082448,86
Y000064,N00030670,Todd,Young,1972-08-24,M,,"B33 Russell Senate Office Building Washington DC 20510",9.0,Republican,202-224-5623,IN,sen,http://toddyoung.house.gov,40.2671941,-86.1349019,47
H001041,N00027522,Dean,Heller,1960-05-10,M,,"324 Hart Senate Office Building Washington DC 20510",2.0,Republican,202-224-6244,NV,sen,http://www.heller.senate.gov/public,38.8026097,-116.419389,59
A000369,N00031177,Mark,Amodei,1958-06-12,M,,"332 Cannon HOB; Washington DC 20515-2802",2.0,Republican,202-225-6155,NV,rep,http://amodei.house.gov,40.8672294,-117.9249002,61
B001278,N00033474,Suzanne,Bonamici,1954-10-14,F,,"439 Cannon HOB; Washington DC 20515-3701",1.0,Democrat,202-225-0855,OR,rep,http://bonamici.house.gov,45.9962975,-123.5823627,65
D000617,N00030693,Suzan,DelBene,1962-02-17,F,,"2442 Rayburn HOB; Washington DC 20515-4701",1.0,Democrat,202-225-6311,WA,rep,http://delbene.house.gov,48.3261289,-121.7423011,57
M001184,N00034041,Thomas,Massie,1971-01-13,M,,"2453 Rayburn HOB; Washington DC 20515-1704",4.0,Republican,202-225-3465,KY,rep,http://massie.house.gov,38.6885629,-84.4382721,48
P000604,N00034639,Donald,Payne,1958-12-17,M,,"132 Cannon HOB; Washington DC 20515-3010",10.0,Democrat,202-225-3436,NJ,rep,http://payne.house.gov,40.7321518,-74.2414092,60
S001194,N00028138,Brian,Schatz,1972-10-20,M,,"722 Hart Senate Office Building Washington DC 20510",,Democrat,202-224-3934,HI,sen,http://www.schatz.senate.gov,19.8967662,-155.5827818,47
F000454,N00029139,Bill,Foster,1955-10-07,M,,"1224 Longworth HOB; Washington DC 20515-1311",11.0,Democrat,202-225-3515,IL,rep,http://foster.house.gov,41.6854103,-88.1096118,64
T000468,N00030191,Dina,Titus,1950-05-23,F,,"2464 Rayburn HOB; Washington DC 20515-2801",1.0,Democrat,202-225-5965,NV,rep,https://titus.house.gov,36.1247966,-115.1652008,69
C001095,N00033363,Tom,Cotton,1977-05-13,M,,"124 Russell Senate Office Building Washington DC 20510",4.0,Republican,202-224-2353,AR,sen,https://www.cotton.senate.gov,35.20105,-91.8318334,42
S001191,N00033983,Kyrsten,Sinema,1976-07-12,F,,"1725 Longworth HOB; Washington DC 20515-0309",9.0,Democrat,202-225-9888,AZ,rep,https://sinema.house.gov,33.3472302,-111.9045541,43
L000578,N00033987,Doug,LaMalfa,1960-07-02,M,,"322 Cannon HOB; Washington DC 20515-0501",1.0,Republican,202-225-3076,CA,rep,http://lamalfa.house.gov,40.7393467,-121.5288988,59
H001068,N00033030,Jared,Huffman,1964-02-18,M,,"1406 Longworth HOB; Washington DC 20515-0502",2.0,Democrat,202-225-5161,CA,rep,http://huffman.house.gov,39.5500194,-123.438353,55
B001287,N00030717,Ami,Bera,1965-03-02,M,,"1431 Longworth HOB; Washington DC 20515-0507",7.0,Democrat,202-225-5716,CA,rep,http://bera.house.gov,38.5288349,-121.1710389,54
C001094,N00034224,Paul,Cook,1943-03-03,M,,"1222 Longworth HOB; Washington DC 20515-0508",8.0,Republican,202-225-5861,CA,rep,http://cook.house.gov,35.8482746,-116.7967849,76
S001193,N00033508,Eric,Swalwell,1980-11-16,M,,"129 Cannon HOB; Washington DC 20515-0515",15.0,Democrat,202-225-5065,CA,rep,http://swalwell.house.gov,37.6016892,-121.7195459,38
V000129,N00033367,David,Valadao,1977-04-14,M,,"1728 Longworth HOB; Washington DC 20515-0521",21.0,Republican,202-225-4695,CA,rep,http://valadao.house.gov,36.1526983,-119.9740534,42
B001285,N00034254,Julia,Brownley,1952-08-28,F,,"1019 Longworth HOB; Washington DC 20515-0526",26.0,Democrat,202-225-5811,CA,rep,http://juliabrownley.house.gov,34.2078567,-119.1390642,67
C001097,N00033373,Tony,"Cárdenas",1963-03-31,M,,"1510 Longworth HOB; Washington DC 20515-0529",29.0,Democrat,202-225-6131,CA,rep,http://cardenas.house.gov,34.2497651,-118.4163103,56
R000599,N00033510,Raul,Ruiz,1972-08-25,M,,"1319 Longworth HOB; Washington DC 20515-0536",36.0,Democrat,202-225-5330,CA,rep,https://ruiz.house.gov,33.6825587,-115.4733554,47
T000472,N00006701,Mark,Takano,1960-12-10,M,,"1507 Longworth HOB; Washington DC 20515-0541",41.0,Democrat,202-225-2305,CA,rep,https://takano.house.gov,33.9659564,-117.3146351,58
L000579,N00033274,Alan,Lowenthal,1941-03-08,M,,"125 Cannon HOB; Washington DC 20515-0547",47.0,Democrat,202-225-7924,CA,rep,http://lowenthal.house.gov,33.3614631,-118.4396756,78
V000130,N00007021,Juan,Vargas,1961-03-07,M,,"1605 Longworth HOB; Washington DC 20515-0551",51.0,Democrat,202-225-8045,CA,rep,http://vargas.house.gov,33.0113694,-115.4733554,58
P000608,N00033591,Scott,Peters,1958-06-17,M,,"1122 Longworth HOB; Washington DC 20515-0552",52.0,Democrat,202-225-0508,CA,rep,http://scottpeters.house.gov,32.931659,-117.1264753,61
E000293,N00033217,Elizabeth,Esty,1959-08-25,F,,"221 Cannon HOB; Washington DC 20515-0705",5.0,Democrat,202-225-4476,CT,rep,http://esty.house.gov,41.6950199,-73.1821623,60
Y000065,N00033220,Ted,Yoho,1955-04-13,M,,"511 Cannon HOB; Washington DC 20515-0903",3.0,Republican,202-225-5744,FL,rep,http://yoho.house.gov,29.7346042,-82.0407137,64
D000621,N00034746,Ron,DeSantis,1978-09-14,M,,"1524 Longworth HOB; Washington DC 20515-0906",6.0,Republican,202-225-2706,FL,rep,http://desantis.house.gov,29.3222017,-81.3399414,41
F000462,N00002893,Lois,Frankel,1948-05-16,F,,"1037 Longworth HOB; Washington DC 20515-0921",21.0,Democrat,202-225-3001,FL,rep,http://frankel.house.gov,26.4802992,-80.1651854,71
C001093,N00033518,Doug,Collins,1966-08-16,M,,"1504 Longworth HOB; Washington DC 20515-1009",9.0,Republican,202-225-9893,GA,rep,http://dougcollins.house.gov,34.5266218,-83.7624053,53
G000571,N00033281,Tulsi,Gabbard,1981-04-12,F,,"1433 Longworth HOB; Washington DC 20515-1102",2.0,Democrat,202-225-4906,HI,rep,http://gabbard.house.gov,19.5429151,-155.6658568,38
D000622,N00027860,Tammy,Duckworth,1968-03-12,F,,"G12 Dirksen Senate Office Building Washington DC 20510",8.0,Democrat,202-224-2854,IL,sen,http://duckworth.house.gov,40.6331249,-89.3985283,51
D000619,N00034784,Rodney,Davis,1970-01-05,M,,"1740 Longworth HOB; Washington DC 20515-1313",13.0,Republican,202-225-2371,IL,rep,http://rodneydavis.house.gov,39.1535015,-89.5497632,49
B001286,N00033390,Cheri,Bustos,1961-10-17,F,,"1009 Longworth HOB; Washington DC 20515-1317",17.0,Democrat,202-225-5905,IL,rep,http://bustos.house.gov,40.9583003,-90.2995785,58
W000813,N00031226,Jackie,Walorski,1963-08-17,F,,"419 Cannon HOB; Washington DC 20515-1402",2.0,Republican,202-225-3915,IN,rep,http://walorski.house.gov,41.3751428,-86.0937312,56
B001284,N00033495,Susan,Brooks,1960-08-25,F,,"1030 Longworth HOB; Washington DC 20515-1405",5.0,Republican,202-225-2276,IN,rep,http://susanwbrooks.house.gov,40.3947258,-85.7666645,59
M001189,N00012546,Luke,Messer,1969-02-27,M,,"1230 Longworth HOB; Washington DC 20515-1406",6.0,Republican,202-225-3021,IN,rep,https://messer.house.gov,39.5559052,-85.2722472,50
B001282,N00031233,Garland,Barr,1973-07-24,M,,"1427 Longworth HOB; Washington DC 20515-1706",6.0,Republican,202-225-4706,KY,rep,https://barr.house.gov,38.0000605,-84.1012861,46
W000817,N00033492,Elizabeth,Warren,1949-06-22,F,,"317 Hart Senate Office Building Washington DC 20510",,Democrat,202-224-4543,MA,sen,http://www.warren.senate.gov,42.4072107,-71.3824374,70
K000379,N00034044,Joseph,Kennedy,1980-10-04,M,,"434 Cannon HOB; Washington DC 20515-2104",4.0,Democrat,202-225-5931,MA,rep,http://kennedy.house.gov,41.9633951,-71.2399037,39
D000620,N00033897,John,Delaney,1963-04-16,M,,"1632 Longworth HOB; Washington DC 20515-2006",6.0,Democrat,202-225-2721,MD,rep,http://delaney.house.gov,39.5681243,-79.2902133,56
K000383,N00034580,Angus,King,1944-03-31,M,,"133 Hart Senate Office Building Washington DC 20510",,Independent,202-224-5344,ME,sen,http://www.king.senate.gov,45.253783,-69.4454689,75
K000380,N00033395,Daniel,Kildee,1958-08-11,M,,"227 Cannon HOB; Washington DC 20515-2205",5.0,Democrat,202-225-3611,MI,rep,http://dankildee.house.gov,42.725042,-84.605377,61
N000127,N00021207,Richard,Nolan,1943-12-17,M,,"2366 Rayburn HOB; Washington DC 20515-2308",8.0,Democrat,202-225-6211,MN,rep,http://nolan.house.gov,46.7778004,-93.3011989,75
W000812,N00033106,Ann,Wagner,1962-09-13,F,,"435 Cannon HOB; Washington DC 20515-2502",2.0,Republican,202-225-1621,MO,rep,http://wagner.house.gov,38.6096747,-90.563609,57
D000618,N00033054,Steve,Daines,1962-08-20,M,,"320 Hart Senate Office Building Washington DC 20510",0.0,Republican,202-224-2651,MT,sen,https://www.daines.senate.gov,46.8796822,-110.3625658,57
H001067,N00033630,Richard,Hudson,1971-11-04,M,,"429 Cannon HOB; Washington DC 20515-3308",8.0,Republican,202-225-3715,NC,rep,http://hudson.house.gov,35.3485531,-80.2767327,47
P000606,N00034416,Robert,Pittenger,1948-08-15,M,,"224 Cannon HOB; Washington DC 20515-3309",9.0,Republican,202-225-1976,NC,rep,http://pittenger.house.gov,34.9004798,-80.6770787,71
M001187,N00033631,Mark,Meadows,1959-07-28,M,,"1024 Longworth HOB; Washington DC 20515-3311",11.0,Republican,202-225-6401,NC,rep,https://meadows.house.gov,35.2120095,-83.4216613,60
H001065,N00033399,George,Holding,1968-04-17,M,,"1110 Longworth HOB; Washington DC 20515-3302",2.0,Republican,202-225-3032,NC,rep,http://holding.house.gov,35.7676929,-78.2020387,51
H001069,N00033782,Heidi,Heitkamp,1955-10-30,F,,"110 Hart Senate Office Building Washington DC 20510",,Democrat,202-224-2043,ND,sen,http://www.heitkamp.senate.gov/public,47.5514926,-101.0020119,63
C001096,N00004614,Kevin,Cramer,1961-01-21,M,,"1717 Longworth HOB; Washington DC 20515-3400",0.0,Republican,202-225-2611,ND,rep,http://cramer.house.gov,46.8090113,-100.7882597,58
F000463,N00033443,Deb,Fischer,1951-03-01,F,,"454 Russell Senate Office Building Washington DC 20510",,Republican,202-224-6551,NE,sen,http://www.fischer.senate.gov,41.4925374,-99.9018131,68
K000382,N00030875,Ann,Kuster,1956-09-05,F,,"137 Cannon HOB; Washington DC 20515-2902",2.0,Democrat,202-225-5206,NH,rep,http://kuster.house.gov,43.1367973,-72.1416132,63
L000580,N00029400,Michelle,"Lujan Grisham",1959-10-24,F,,"214 Cannon HOB; Washington DC 20515-3101",1.0,Democrat,202-225-6316,NM,rep,https://lujangrisham.house.gov,34.6784317,-105.9699878,60
M001188,N00034547,Grace,Meng,1975-10-01,F,,"1317 Longworth HOB; Washington DC 20515-3206",6.0,Democrat,202-225-2601,NY,rep,http://meng.house.gov,40.72341,-73.8301437,44
J000294,N00033640,Hakeem,Jeffries,1970-08-04,M,,"1607 Longworth HOB; Washington DC 20515-3208",8.0,Democrat,202-225-5936,NY,rep,http://jeffries.house.gov,40.6148109,-73.900709,49
M001185,N00034277,Sean,Maloney,1966-07-30,M,,"1027 Longworth HOB; Washington DC 20515-3218",18.0,Democrat,202-225-5441,NY,rep,http://seanmaloney.house.gov,41.3911653,-74.3118212,53
C001092,N00001285,Chris,Collins,1950-05-20,M,,"1117 Longworth HOB; Washington DC 20515-3227",27.0,Republican,202-225-5265,NY,rep,http://chriscollins.house.gov,43.0550212,-78.4751945,69
W000815,N00033310,Brad,Wenstrup,1958-06-17,M,,"2419 Longworth HOB; Washington DC 20515-3502",2.0,Republican,202-225-3164,OH,rep,http://wenstrup.house.gov,38.9691818,-83.4216613,61
B001281,N00033904,Joyce,Beatty,1950-03-12,F,,"133 Cannon HOB; Washington DC 20515-3503",3.0,Democrat,202-225-4324,OH,rep,http://beatty.house.gov,39.9502537,-82.9286428,69
J000295,N00035007,David,Joyce,1957-03-17,M,,"1124 Longworth HOB; Washington DC 20515-3514",14.0,Republican,202-225-5731,OH,rep,http://joyce.house.gov,41.724348,-80.9871074,62
B001283,N00033532,Jim,Bridenstine,1975-06-15,M,,"216 Cannon HOB; Washington DC 20515-3601",1.0,Republican,202-225-2211,OK,rep,http://bridenstine.house.gov,36.0355655,-95.8142885,44
M001190,N00033410,Markwayne,Mullin,1977-07-26,M,,"1113 Longworth HOB; Washington DC 20515-3602",2.0,Republican,202-225-2701,OK,rep,http://mullin.house.gov,34.7432484,-95.3939551,42
P000605,N00034120,Scott,Perry,1962-05-27,M,,"1207 Longworth HOB; Washington DC 20515-3804",4.0,Republican,202-225-5836,PA,rep,http://perry.house.gov,40.2290075,-75.3878525,57
R000598,N00031253,Keith,Rothfus,1962-04-25,M,,"1205 Longworth HOB; Washington DC 20515-3812",12.0,Republican,202-225-2065,PA,rep,https://rothfus.house.gov,41.5598456,-77.5619419,57
C001090,N00034128,Matthew,Cartwright,1961-05-01,M,,"1034 Longworth HOB; Washington DC 20515-3817",17.0,Democrat,202-225-5546,PA,rep,http://cartwright.house.gov,40.6216777,-80.1875065,58
R000597,N00033832,Tom,Rice,1957-08-04,M,,"223 Cannon HOB; Washington DC 20515-4007",7.0,Republican,202-225-9895,SC,rep,http://rice.house.gov,34.2394451,-79.560344,62
C001098,N00033085,Ted,Cruz,1970-12-22,M,,"404 Russell Senate Office Building Washington DC 20510",,Republican,202-224-5922,TX,sen,https://www.cruz.senate.gov,31.9685988,-99.9018131,48
W000814,N00033539,Randy,Weber,1953-07-02,M,,"1708 Longworth HOB; Washington DC 20515-4314",14.0,Republican,202-225-2831,TX,rep,http://weber.house.gov,29.2264354,-95.1432068,66
O000170,N00033540,Beto,"O'Rourke",1972-09-26,M,,"1330 Longworth HOB; Washington DC 20515-4316",16.0,Democrat,202-225-4831,TX,rep,http://orourke.house.gov,31.8803177,-106.2992912,47
C001091,N00033316,Joaquin,Castro,1974-09-16,M,,"1221 Longworth HOB; Washington DC 20515-4320",20.0,Democrat,202-225-3236,TX,rep,http://castro.house.gov,29.4848995,-98.6380598,45
W000816,N00030602,Roger,Williams,1949-09-13,M,,"1323 Longworth HOB; Washington DC 20515-4325",25.0,Republican,202-225-9896,TX,rep,http://williams.house.gov,31.5628076,-97.9592863,70
V000131,N00033839,Marc,Veasey,1971-01-03,M,,"1519 Longworth HOB; Washington DC 20515-4333",33.0,Democrat,202-225-9897,TX,rep,http://veasey.house.gov,32.7717158,-96.9853474,48
V000132,N00034349,Filemon,Vela,1963-02-13,M,,"437 Cannon HOB; Washington DC 20515-4334",34.0,Democrat,202-225-9901,TX,rep,http://vela.house.gov,27.1552019,-97.6114217,56
S001192,N00033932,Chris,Stewart,1960-07-15,M,,"323 Cannon HOB; Washington DC 20515-4402",2.0,Republican,202-225-9730,UT,rep,http://stewart.house.gov,38.7803351,-112.2384017,59
K000384,N00033177,Timothy,Kaine,1958-02-26,M,,"231 Russell Senate Office Building Washington DC 20510",,Democrat,202-224-4024,VA,sen,http://www.kaine.senate.gov,37.4315734,-78.6568942,61
K000381,N00034453,Derek,Kilmer,1974-01-01,M,,"1520 Longworth HOB; Washington DC 20515-4706",6.0,Democrat,202-225-5916,WA,rep,http://kilmer.house.gov,47.8197873,-123.8759612,45
